id,Текст Сообщения,Тематика,Ответственное лицо,Ответственное,persons
481,"<p>ич стадион 25 гимназия сломать горка, край металлический полотно острый, запросто движение распороть рука ребенку</p>",неудовлетворительный содержание спортивный площадка (сооружений),Администрация города Курска,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
966,"<p>добрый день,</p><p>ич объездной дорога район поворот конечный остановка снт лавсан сезонный (весна - осень) маршрутный автобус 150 (автовокзал - духовец) установить разделитель полос. дачник снт лавсан приходиться очень долго идти остановка “старое дачи” маршрута. снт лавсан ранее ходить маршрут 150, это очень удобно, пассажиров. поворот город мочь свернуть маршрут 150, машина собственник дач, такси, скорая, пожарный машина. дачник возмущении. находиться больший дачи, 10 соток, тяжело обрабатывать, человек нести себя урожай. установление разделитель полоса мы очень тяжело идти остановка `старое дачи`. просьба убрать разделитель полоса место вернуть поворот. спасибо заранее.</p><p>с уважением,</p><p>елить винокурова</p>",дорожный знак дорога граница городской округ сельский поселение,Комитет транспорта и автомобильных дорог Курской области,63,"[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
2688,"работать освещение подземный перехода. остановка народный сторона льговский поворота, подземный переход темнота спускаться человек",пешеходный переход дорога граница городской округ сельский поселение,Комитет дорожного хозяйства города Курска,45,"[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1]"
832,"<p>здравствуйте! остановка тропинка, спуск ул.рябиновая. слева спуск площадка колясок. посмотреть внимательно разрушена, коляска застревают, приходиться часто поднимать коляска проехать. &nbsp;помочь привести нормальный состояние</p>",нарушение дорожный покрытие (ямы) дорога граница городской округ сельский поселение,Комитет дорожного хозяйства города Курска,45,"[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1]"
8,"<p>просить оказать содействие осуществление контроль соблюдение качество оказание население жилищно-коммунальный услуга принятие мера приведение температурный режим квартира дом №17&nbsp;<br>по магистральный проезд город курск соответствие нормативами.&nbsp;</p><p>батарея квартира теплые, температура теплоноситель никак соответствовать нормативам. температура жилой помещениях&nbsp;<br>ич соответствовать требование норматив том, сильный морозов. помещение приходиться надевать тёплый вещи, спать два одеялами, использовать обогрев электрический обогреватели, газовый плиты.</p><p>ть соседний дом тепло. управлять компания говорит, проблема теплопровод вход дом, это должный делать теплосети. пао «квадра» ссылается, тэц теплоноситель уходить нормативный температуры. акт составляю, счёт мы выставлять теплоснабжение «космические»&nbsp;<br>ть полный объеме, услуга оказываться некачественно, отопление практически нет. обращения, направить ранее администрация город области,&nbsp;<br>ич привести решение проблемы. управлять компания теплосеть искать крайних, орган власть самоустранились, страдаем.</p><p>просить взять решение данный вопрос контроль, принять&nbsp;мер, направить восстановление защита наш нарушить право законный интересов.</p>",нарушение теплоснабжение многоквартирный дом,Администрация города Курска,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
768,<p>необходимый восстановить разрушение покрытие парковки</p>,парковка дорога граница городской округ сельский поселение,Комитет дорожного хозяйства города Курска,45,"[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1]"
255,"<p>ич ул. соловьиный дорожный покрытия! это жилой район невозможно ездить, грязь ямы! жить человек дорога нет!</p>",отсутствие твёрдый дорожный покрытие дорога граница городской округ сельский поселение,Администрация города Курска,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
1352,"<p>уборка снега, производилась</p>",очистка снег наледь дорога микрорайон ижс,Комитет дорожного хозяйства города Курска,45,"[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1]"
650,"<p>когда привести нормативный состояниий трамвайный вагон <span style=`background-color:hsl(0, 75%, 60%);`>tatra t6b5su № 057</span>? &nbsp;в видеть состояние, данный вагон отлепить рекламный листовка перекрасить трамвай зелёный цвет логотип предприятия, логотип должный разместиться трамвайный вагон n061. &nbsp;такж хотеться верхния часть окно затонировать стекло находиться водитель наполовину затонировали, тонировка кабина водитель намного смотреться шторки.&nbsp;</p>",неудовлетворительный санитарный состояние транспорт осуществление муниципальный (пригородных) перевозка,Департамент пассажирского транспорта города Курска,40,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
1466,<p>почему мой сообщение сей пора модерации? скриншот прилагаю</p>,неприятный запах,Комитет природных ресурсов Курской области,59,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
2177,"здравствуйте. проблема освещение решена. обращение 2019 год 2021, освещение нет, адрес курский область мантуровский район деревня зареченка улица заречный дом 81",неработающий наружное освещение,Администрация Мантуровского района,14,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
566,"<p>сообщаю, 20:00 21:30 (приблизительно) появиться неприятный запах грибной радуги. одновременно это примерно 1 км с. глёбово (пашковский с/с, курский р-н) осуществляться выгрузка отход производство вышеуказанный предприятия<i><strong>.</strong></i> выгрузка отход производство ооо грибной радуга продолжать осуществляться представлять себя сотня тонна отход складировать открытый местность непосредственный близость населить пунктом. просить принять меры.</p>",неприятный запах,Комитет природных ресурсов Курской области,59,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
1323,"<p>после прохождение второй этап вакцинация 07.12.2021 прийти сей пора qr-код. предстоять скорый поездка город, поэтому нужный срочно.</p>",сертификат вакцинировать,Комитет здравоохранения Курской области,48,"[1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
820,"<p><span style=`background-color:rgb(255,255,255);color:rgb(102,102,102);`>остро необходимо обустройство пешеходный дорожка и&nbsp;тротуар с&nbsp;твердый покрытие по&nbsp;маршрут ул.челюскинцев-ул.мирный мимо дом №5, 9 по&nbsp;челюскинец и&nbsp;далый по&nbsp;мирный проезду. ежедневный трафик очень высокий (особенно во&nbsp;время учебный года). маршрут соединять два улицы, на&nbsp;которое расположить множество учебный заведение (гимназия 44, школа 5, юзгу, дюсш…), организация и&nbsp;ведомства, а&nbsp;такж довольно масштабный жилой застройка. исторически сложиться дорога&nbsp;— грунтовка, зарасти бурьяном, непроходимый в&nbsp;дождь. в&nbsp;район дом 5 и&nbsp;9 по&nbsp;челюскинец тротуар нет, пешеход вынудить передвигаться либо по&nbsp;газон в&nbsp;период проходимости, либо &nbsp;проезжий части. клумбы, газон и&nbsp;бордюрный камень уничтожить припарковать на&nbsp;ний автомобилями. помогите!</span></p>",безопасный дорога школа дорога граница городской округ сельский поселение,Комитет дорожного хозяйства города Курска,45,"[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1]"
2114,"невозможно заехать двор, ям выбоины.",ям выбоина внутридворовый проезд тротуар район многоквартирный дом,Администрация города Курска,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
175,"<p>добрый день!&nbsp;</p><p>уважать администрация г. льгова, это возможно пожалуйста принять меры. наверное знать пешеходный мост р. сейм находиться неудовлетворительный состояние наш молодёжи. просить провести данный мост ремонт, установить новый стеклянный панель поставить рекламный щиты, также сделать новый лавочка урна установить модульный будка полиция полицейский смотреть порядком, средство бюджет города, нету средство хотя опеспечить безопасность потрулировать полицейские. также попытаться найти тот подросток тот гражданин который портить мост возместить ущерб. наверное я согласитесь, делать возможно жителей, какой неодеквата это портят, это делать, становиться страшно наш стадион, этот шайка лейка проникнит туда, лиж разбить разрисовать.&nbsp;</p>",неудовлетворительный санитарный состояние благоустройство памятник,Администрация города Льгов,36,"[1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1]"
1802,"<p>мной направить обращение устройство дорога ул. мостовая г. курск №175842904, ответ который предложить обратиться администрация сеймский округ запрос фрезеровать асфальтовый крошку. &nbsp;от администрация сеймский округ получить ответ, основание заявление выделить необходимый объём материала, осуществлять распределение дорога должный житель улицы. &nbsp;ть просить произвести совместно администрация сеймский округ совместный действие обустройство &nbsp;80 метр дорожный полотна, выделить технику, материал специалистов. &nbsp;дать участок дорога находиться частный собственности, это общий проезжать часть объединять несколько &nbsp;переулок улиц. предложение возложить стоимость работа техника житель улица мостовая являться законным, раскидать асфальт собственный силами, лично представляться возможным.&nbsp;</p>",нарушение дорожный покрытие (ямы) дорога граница городской округ сельский поселение,Администрация Сеймского округа города Курска,21,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
185,"<p style=`text-align:center;`><strong>обращение</strong></p><p>настоящий просить оказать содействие следующий вопросу:</p><p style=`text-align:justify;`>спил ветхий дерево тополь придомовый территория район дом №49 улица юный пионер город обоянь. данный дерево находиться аварийный состояние представлять угроза жизнь опасность порча имущества, линия электропередач.</p>",аварийный дерево,Администрация г. Обояни,31,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
415,<p><strong>жалобый некачественный напор вода житель дом подавать неоднократно. напор вода соответствовать нормативу. дневный вечерний время давление вода ниже установлёный норм. просить провести проверку.&nbsp;</strong></p>,некачественный водоснабжение многоквартирный дом,Государственная жилищная инспекция Курской области,39,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]"
2602,"сломать доводчик, ук реагировать 4 подъезд, дверь очень сильно хлопать",длительный неисполнение заявка управлять компания,Государственная жилищная инспекция Курской области,39,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]"
446,"<p>вый двор дом длительный время припарковать безхозный разбитый автомобль кто дело.около данный автомобиль постоянно бегать маленький дети,так ка рядом расположить детский площадка.</p>",парковка дорога граница городской округ сельский поселение,Администрация города Курска,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
227,"<p>здравствуйте. сложиться такой ситуация, курский окб отказывать необходимый операция имплантация стент человек заболевание сердца, ссылаться отсутствие этот самый стент плановый лечение из-за недостаточный финансирование бюджет областью. намекают, операция сделать платный медицинский центре, шанс получение необходимый оборудование нет!!!!</p>",неудовлетворительный материально-технический состояние учреждение здравоохранение,Комитет здравоохранения Курской области,48,"[1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
963,"<p><span style=`background-color:rgb(255,255,255);color:rgb(0,0,0);`>ть посёлок золотухино, сам центре, длительный время канализационный сток непрерывный ручьём стекать река полевой снова. район улица орджоникидзе, новый фрунзе расположить канализационный колодец близлежащий многоквартирный домов. ручей стоковый переполненный канализационный колодец 300-400 метр достигать реки. прокопать специальный канавки. вероятно, это меры, который предпринять ответственный лицами, местный житель утверждают, неоднократно сообщать проблема местный администрацию. колодец периодически откачиваются, что свидетельствовать незакрытый люк след грузовой автотранспорта, откачка способствовать лишь небольшой уменьшение непрерывно текущий потока. особенно обильный сток выходной дням, канализационный колодец откачиваться вообще.</span><br><span style=`background-color:rgb(255,255,255);color:rgb(0,0,0);`>думаю, этот проблема выйти далеко рамка проблема местный жителей, рядом находиться районный поликлиника, ветер доноситься резкий неприятный запах, ручей канализационный сток часто служить серьёзный препятствие пешеходов, речка полевой снова, загрязненная, нести свой вода тускарь. летний период весь территория обильно зарастает, частично скрывать открытый колодцы. этот открытый колодец минувший воскресение упасть человек получить серьёзный травмы, вынудить обратиться вам. обращение комитет природный ресурс курский область принести никакой результатов. ответ данный ведомство 13 июля: “информация проверяться сотрудник комитета. результат сообщить дополнительно”. &nbsp;прошлый 2 месяца. всё.</span></p><p><span style=`background-color:rgb(255,255,255);color:rgb(0,0,0);`>считать необходимый привести порядок огородить вышеупомянутый территория который расположить канализационный колодцы, закрыть открытый люки, произвести анализ грунт прилегать водоём наличие загрязнение прилегать территории, выявить степень ущерб экологии, вывоз нечистоты взять контроль, посмотреть глаз ответственный лицам, который протяжение длительный время предпочитать замечать экологический катастрофа сам центр районный центра.</span></p><p><span style=`background-color:rgb(255,255,255);color:rgb(0,0,0);`>ть подтверждение прилагать фотография указанный место сделать май нынешний года, также фотография сделать вчера, 12 сентябрь 2021 года. также подтвердить мой сообщение мочь местный жители.</span></p>",загрязнение водный объект,Администрация Золотухинского района,7,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
2997,исписать два подстанция,"неудовлетворительный содержание фасад здание сооружений, общественный место",Комитет жилищно-коммунального хозяйства города Курска,46,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
2894,работать освещение ул. серёгин дом 14 дом 4/7 10 столб,освещение дорога граница городской округ сельский поселение,Комитет жилищно-коммунального хозяйства города Курска,46,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
125,"<p>ич работать ливневый канализация вдоль дороги, проектирование допустить грубый ошибка подрядчиком, дорога приняли, устранение проблема произошло. каждый пешеходный переход вдоль остановка общественный транспорт - монолит 4 микрорайон просто озеро, пешеход мочь перейти дорогу, вода щиколотку, общественный транспорт нормально высаживать людей, из-за образоваться пробка аварийный ситуации., проходить мимо транспорт щедро поливать людей, стоящий остановка лужи.</p>",пешеходный переход дорога граница городской округ сельский поселение,Администрация города Курска,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
1269,"<p>батарея кухня зал практически холодные, батарея спальне-совершенно холодная.</p>",нарушение теплоснабжение многоквартирный дом,Комитет жилищно-коммунального хозяйства города Курска,46,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
499,"<p><span style=`background-color:rgb(225,245,254);color:rgb(35,39,53);`>огроменный ям перекрёсток !!! соответствовать гост р 50597-93!! размер 15 см. аварийный состояние!!! 12 день устранение!!!</span></p>",нарушение дорожный покрытие (ямы) дорога граница городской округ сельский поселение,Администрация города Железногорска,33,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1]"
164,"<p>просить установить освещение трасса 38н-373 с. сугровый ул. шляховка. освещение гореть 4-й опора все, человек ходить тёмный время суток, трасса освещена, почему освещение неужели освещение нужный миллиарды, установить освещение хотяб опоры, пускай какой освещение&nbsp;</p>",освещение дорога граница городской округ сельский поселение,Комитет транспорта и автомобильных дорог Курской области,63,"[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
1809,"<p>просить рассматривать ранее отправить сообщения&nbsp;<span style=`background-color:rgb(255,255,255);color:rgb(126,136,147);`> №:</span><span style=`background-color:rgb(255,255,255);color:rgb(153,153,153);`>&nbsp;</span><span style=`background-color:rgb(255,255,255);color:rgb(68,68,68);`><strong>165807, &nbsp;№:&nbsp;165813. сообщение отправить ошибочно&nbsp;</strong></span></p>",водоотведение,Администрация Конышевского района,9,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
195,"<p>здравствуйте! 3-й автодромном переулок начало зимний период раз производиться уборка снег наледи. поэтому образоваться сильный оледенение дороги. &nbsp;житель данный переулок неоднократно дать вопрос информироваться администрация город курск другой исполнительный органы. результат сей пор. образоваться оледенение мешать проезд житель дом указанный адресу, автомобиль скорый помощь другой экстренный служб. просить незамедлительно произвести уборка наледь указанный адресу. противный случай факт бездействие должностной лицо быть информировать пресс-служба губернатор сми.</p>",очистка снег наледь дорога граница городской округ сельский поселение,Администрация города Курска,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
1544,"<p>когда провести капитальный ремонт детский отделения, ребёнок находиться лечении. стена дырках, туалет палата нет, &nbsp;д сказать нормальный санитарный условие нет. кто ребёнок держите, неужели установить палата пластиковый окна? изменилось, прислать фотография измена хороший сторону. &nbsp;когда ребенком, отделение находиться ужасный состоянии, нормальный мебель было, санитарный условие тоже.&nbsp;</p><p>в хотя положить плитка коридор некоторый полатах, невозможно ходить это доскам.&nbsp;</p>",неудовлетворительный материально-технический состояние учреждение здравоохранение,Комитет здравоохранения Курской области,48,"[1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
857,"<p>сточный вода стена домовладение №110 адрес <span style=`color:rgb(34,34,204);`>г. курск, ул. нижний набережная</span> литься всё интенсивный время дождей. причина тот -строительство высотный дом улица горький володарского, к-е усугублять ситуацию, т.к. поток вода стекать улица к. зеленко направление улиц, расположить низменности, т.е. а. аристархов нижний набережную. неоднократно, письменно, обращаться жкх г. курск приложение фото видеоматериалов, менее, результат жкх перестать отвечать запросы.</p><p>ич территория слива угол улица катя зеленко ул. анна аристархов происходит: слив забитый мусор (там находиться мусорный площадка) вода поток стекать улица а.аристархов спускаться стена домовладение №110.</p><p>с 2015 год жкх, мчс поступить первый интенсивный обращение жилец домовладение сильный ливень подмывание домовладения, момент ещё деревянного.</p><p>результат нет. &nbsp;просьба помочь решить проблема отведение сточный вода жилой дома, который проживать инвалид 1 2 группа время дождь находиться опасности, т.к. вода поток пройти дом окна, случиться 2015 году.</p><p>зараный благодарить содействие.</p><p>с уважением,</p><p>климов марина.</p>",ливневый канализация,Комитет жилищно-коммунального хозяйства города Курска,46,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
2502,"разрыть дорога пао квадра лгбт, ремонт прошёл, ям оставили, нехороший человек закопать вернуть",несвоевременный восстановление нарушить благоустройство проведение ремонтный работа,Муниципальное казенное учреждение «Городская инспекция по жилищно-коммунальному хозяйству и благоустройству»,68,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
169,"<p>просить установить светофор федеральный трасса 38к-042 рядом магазин пятёрочка, каждый идти водитель никто пропускают, авария очень частые. снизить кол-в авария несчастный случаев, просить установить данный место светофор.&nbsp;</p>",светофор дорога региональный межмуниципальный значение,Комитет транспорта и автомобильных дорог Курской области,63,"[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
2720,"свалка мусора, рядом пункт участковый школа 30",несанкционированный свалка твёрдый бытовой отход,Администрация Сеймского округа города Курска,21,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
912,"<p>необходимый обрезать куст вдоль дороги, мешать проезд машин, ограничивать видимость (напротив дом 158 ул. павлуновского).</p>",нескошенный сорный растительность место общий пользование район частное сектр,Комитет городского хозяйства города Курска,44,"[1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
2473,аварийный лифт.нужный срочный замена лифта.ть подъезд жить основное пожилой люди.,«замороженная» стройка,Государственная жилищная инспекция Курской области,39,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]"
2002,"просить провести спить кронирование 6 старый верба возле дом 11 ул.утренняя. дерево нависать пешеходный дорожкой, хрупкий старый ветка регулярно сильный ветер обламываться падают. житель опасаются, ветка мочь рухнуть них.",аварийный дерево,Администрация города Курска,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
930,"<p><strong>здравствуйте,ть хотеть рассказать проблема выезд тц “стройгигант” тц “поворот”,точный отсутствие безопасный выезда,дорог пр.кулаковый сделали,положить несколько слой асфальта, перепад асфальт плитка территория тц остаться достаточно высоким,сый время плитка ещё проседать выезд скоро оторвать колеса, некоторый машина выезд закончиться потеря бампера.просить обратить внимание данный проблему.</strong></p>",нарушение дорожный покрытие (ямы) дорога граница городской округ сельский поселение,Комитет дорожного хозяйства города Курска,45,"[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1]"
2316,"добрый вечер, просить отремонтировать дорога направление 58 школа",безопасный дорога школа дорога граница городской округ сельский поселение,Администрация города Курска,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
1761,"<p>ич территория стадион школа 39 сухой весить ветка деревьях, &nbsp;просить произвести осмотр дерево аварийность произвести спить данные веток.&nbsp;</p>",аварийный дерево,Комитет городского хозяйства города Курска,44,"[1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
1731,<p>добрый день. ужасный состояние сегодняшний день находиться детский площадка двор дом улица маяковский д.93а/2 д.93а/4. такой вид осень 2021 год ремонтный работа теплосетей. это единственный детский площадка наш дворе. ребёнок подвергаться опасности. просить обратить внимание.</p>,несвоевременный восстановление нарушить благоустройство проведение ремонтный работа,Муниципальное казенное учреждение «Городская инспекция по жилищно-коммунальному хозяйству и благоустройству»,68,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375,"<p>уже около месяц постоянный перебой вода село рудавец обоянский района. постоянно пропадать долгий часы напор, невозможно постираться, помыться. третий сутки вода совсем. почему решаться проблема водоснабжение село долгий годы? зима, такой перебои, мы ждать летом, жару? “курскоблводоканал” бездействует, районный власти.</p>",некачественный водоснабжение район частное сектор,Администрация Обоянского района,16,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2401,"работать уличный фонарь около дом адрес г. курск, ул. рябиновый д.2",неработающий наружное освещение,Комитет жилищно-коммунального хозяйства города Курска,46,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
416,<p>давление вода дом дать адрес ниже норма дневный вечерний время. просить провести проверку.&nbsp;</p>,некачественный водоснабжение многоквартирный дом,Государственная жилищная инспекция Курской области,39,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]"
2209,"детский площадка находиться неудовлетворительм состоянии, обшарпаный турники,качели, лавочки.стола детский площадка поломаный, торчать железный каркас, представлять опасность детей.ооо тсж `уютный-дом` мера принимать работа проводит!",неудовлетворительный содержание детский (спортивной) площадка территория многоквартирный дом,Администрация города Курска,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
431,"<p>более пять год обращаться управлять компания жкх п. прямицыно, просьба сделать ремонт подъезда, фундамента.</p>",несвоевременный (некачественный) текущий ремонт многоквартирный дом,Государственная жилищная инспекция Курской области,39,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]"
2360,валяться мусор контейнерный площадка,соответствовать установленный норма сбор вывоз твёрдый бытовой отход район многоквартирный дом,Администрация города Железногорска,33,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1]"
1495,"<p>здравствуйте, уважаемый роман владимирович! хотеть обратиться к<br>во большой проблема экологический характера. проезд с. орехово касторенский район ужаснуться тому, увидеть услышал. огромный дуб лежать дороги. вопрос откуда чей они, ответили, это местный фермер экология улучшает. леса, который неоднократно ходить гриб нет. вековой дуб пилиться протяжение многий год местной, районный власть дела. говорят, законно. закон охрана лесов? охрана животное мира? это ужасно. сколько знаю, наш президент очень трепетно относиться тема экологии, надеюсь, тоже. помогите, ждать ответ привлечение виновный ответственности! точнее так, ждём. например, &nbsp;полность выпилить лес зубчих труханов, сторона д. владимировка правый сторону, январь вывезти самый крупные, это остаться мелочь, вблизи дороги.</p>",порча земля,Комитет природных ресурсов Курской области,59,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
1089,"<p>здравствуйте! контейнерный площадка координатам: 52.351013, 35.356421 рядом 52.350840, 35.356441 содержаться отвратительный состоянии. постоянно свальный мусор возле контейнер подолгу вывозится. сам площадка контейнер посмотреть приложить фото, выглядят. каждый год становиться всё хуже. контейнер деформировать развалились. крашенные. неужели деньга обшить площадка нормальный профлист сварить контейнер поставить новые? устранить проблема неудовлетворительный содержание контейнерный площадка своевременный вывоз мусора.&nbsp;</p>",соответствовать установленный норма сбор вывоз твёрдый бытовой отход район многоквартирный дом,Администрация города Железногорска,33,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1]"
2079,"участок улица 50 год октябрь район гостиница `белый акация` (дом №4-а) установить знак 5.33 `пешеходный зона`. зона действие данные знак осуществляться массовый стоянка транспортный средств, асфальтный покрытие иметь повреждение вид ям выбоин. просить организовать рейд совместно гибдд исключение нарушение пдд дать адрес выполнить ямочный ремонт асфальтный покрытия.",ям выбоина тротуар,Администрация города Курска,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
