id,Текст Сообщения,Тематика,Ответственное лицо,Категория,Ответственное,persons
2484,"проблема конечный остановка трамвай `автовокзал` прилегать территории. зарасти бурьяном. весь летний сезон единый покос травы. иметь рост 163 смотреть некоторый случай трава репей выше мой роста. казаться бы, автовокзал людный место содержать нужно хотя минимуме, нет. ходить страшно, особенно вечерний время. ещё плохой вечерний утренний время выходной дни, т.к. этот заросль ночевать трезвый адекватный люди. сути, конечный остановка прилегать территория превратиться притон алкаш общественный туалет. хотя посадить целый аллея лип, говорить том, некогда территория вестись уход. достаточно больший дерево просто зарастать бурьяном. да, прийти осень списать то, зима высохнуть растение останется. нет, остаться сухостой семена. последний очередь следующий год ситуация улучшат, сделать плачевнее. просить принять мера покос трава конечный трамвайный остановка прилегать территории.",нескошенный сорный растительность место общий пользование микрорайон ижс,Комитет дорожного хозяйства города Курска,,45,"[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1]"
2148,год лежать огромный пни спилить деревьев.,некачественный уборка дворовый территория многоквартирный дом,Администрация города Курска,,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
931,"<p>добрый день!<br>13.07.2021 г. дом адрес г. курск, ул. ленина, д. 8 отключить горячий воду. изначально срок подача горячий вода - 27.07.2021 г., но, согласно повторный объявлению, дата перенести &nbsp;16.08.2021 г. затем срок неоднократно менялись: 23.08.2021, 30.08.2021, 31.08.2021, 01.09.2021.<br>ть обращаться горячий линия курский филиал пао `квадра` 23.08.2021 31.08.2021. срок подача воды, назвать сотрудником, соблюдены. &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; 07.09.2021 г. повторно позвонить горячий линия пао “квадра”, сотрудник организация ответить следующее: “вод обещать дать завтра.” также сообщил, точно знает, горячий вода, отключился. &nbsp;считать поведение данный сотрудник некорректным. &nbsp;<br>горячий вода 2 месяца, ремонтный работа центр город проводиться очень медленно. несмотря ухудшение погодный условий, пао “квадра” торопиться восстановить подача горячий вода вышеуказанный адресу. &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; просить повлиять сложиться ситуацию.&nbsp;</p>",некачественный водоснабжение многоквартирный дом,Комитет жилищно-коммунального хозяйства города Курска,,46,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
1539,"<p>здравствуйте. просьба отсыпать фрезерат &nbsp;участок дорога улица просторная, выделить полигон складирование снег ,согласно распоряжение администрация город курск номер 1962-р . 2018-2019 год этот дорога сделать счёт местный житель . 2021 2022 год дорога разбить тяжёлый техника , складировать снег участок граница участок . весна ,во время таяние снежный масса ,эта дорога смыть талый вода &nbsp;. выделить участок многодетный семьям. убедительно просить отсыпать участок дорога . &nbsp;длин 300 метр . считать расчёт ширина дорога 2 метр высота покрытие 10 смотреть , просить выделить 60 м3 фрезерата. фото карта прилагать . участок, который необходимо отсыпать выделить красный цвет .&nbsp;</p>",нарушение дорожный покрытие (ямы) дорога граница городской округ сельский поселение,Администрация Центрального округа города Курска,,28,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1]"
1777,"<p>постамент скульптура “спутник” находиться аварийный состояние - развалиться штукатурка, кирпичный основа. скверик хороший вид - обветшать лавочка дорожки. 100м администрация города!</p>",неудовлетворительный санитарный состояние благоустройство памятник,Комитет городского хозяйства города Курска,,44,"[1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
562,"<p>ич протяжение месяц каждый дождь затапливаться дейнека 34, подъезд №6, квартира 5 1 этаж. 1 этаж вода литься розеток, затапливаться электрощиток подъезде, испортить ремонт многий квартирах. управлять компания ук партнёр предпринимать большинство случай отвечать звонки. сегодня пройти дождь - квартира потоп. мы, жилец подъезда, требовать решить проблему.</p>",длительный неисполнение заявка управлять компания,Государственная жилищная инспекция Курской области,,39,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]"
323,"<p>просить убрать организовать уборка мусор субботник адрес сторожевой улица, 6а прилегать территория коммунистический 3. фото отметить участки.<br>ссылка яндекс карта https://yandex.ru/maps/geo/kursk/53057385/?l=sat%2cskl&amp;ll=36.180144%2c51.744947&amp;source=wizgeo&amp;utm_medium=maps-desktop&amp;utm_source=serp&amp;z=19</p>",неудовлетворительный уборка улица тротуар,Администрация города Курска,,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
1454,"<p>добрый день! вопрос установка детский площадка адресу:курск, ул. герцен д. 2.уже 3 год обращаться просьба установки, ответ администрация получать письмо предложение программа “гор.среда” “народный бюджет”, кой предполагать сбор средство жилец дома. площадка советский образца, конструкция шаткие, травмоопасные. просьба обратить внимание проблема установить счёт бюджетный средство площадка двор дома:герцен 2</p>",неудовлетворительный содержание спортивный площадка (сооружений),Комитет городского хозяйства города Курска,,44,"[1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
483,"<p>добрый день!</p><p>вот интересно какой пора будить пускать маршрут трамвай который невозможно едить, первый грязные, второй крыша лететь кусок краски.&nbsp;</p><p>просить привести порядок трамвай номер 7178, счистить старый краска штукатурка покрасить зелёный цвет.</p>",неудовлетворительный санитарный состояние транспорт осуществление муниципальный (пригородных) перевозка,Администрация города Курска,,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
228,"<p>здравствуйте. вывозиться накопить мусор территория снт “мичуринец”. мусорный бак переполненные, животное растаскивать мусор весь территории. мусорный бак вывозиться месяца. территория превратиться мусорный свалка бродячий животными. это находиться около &nbsp;управление снт. ,но председатель правление реагировать просьба жителей: убрать мусорный свалка около домов.</p>",соответствовать установленный норма сбор вывоз твёрдый бытовой отход территория частное сектор,Администрация города Курска,,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
2628,"непогода 02.08.2021дый сей пора сломать дерево висеть проводы пересечение улица малый нижний набережная. это представлять угроза здоровье пешеход привести дтп т.к. обходить приходиться оживлённый трассе, лишить жилец улица электричество сегодня 07.08.2021.",аварийный дерево,Комитет городского хозяйства города Курска,,44,"[1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
45,<p>хотеть поинтересовиться начаться строительство новый дет.садикать мик-не сах. завод (в г. льгов)? хотеться 2021 год наш детишки послать новый садик. также какой новый соц. значимый объект быть построить наш городе. хотеться мбоу сош 2 снести поставить новый здание. новый дет. сад пострыть пустырь рядом сбербаннок напротив жд вокзала. территория позволять прийтись пустовать территории.&nbsp;</p>,отсутствовать (неактуален) паспорт строительный объект,Администрация города Льгов,,36,"[1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1]"
319,"<p>просить организовать субботник доля трамвайный путь жд округ г. курск ул. театральная. мусор очень много, никто убирать хотеть убирать. проделать работа просить прислать фото отчёт.&nbsp;</p>",несанкционированный свалка твёрдый бытовой отход,Администрация города Курска,,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
1201,"<p><span style=`background-color:rgb(255,255,255);color:rgb(102,102,102);`>прогуливаться пешеходный дорожке,&nbsp;под балкон около дом №&nbsp;3, газон приход осень наблюдиться не&nbsp;очень хороший картина ввид опасть листвы.переть ветер листва начинать разлетиться &nbsp;всый территории.так же, хотеться обратить внимание корень дерево который оставить спиливания.</span></p>",неудовлетворительный содержание клумба газон,Администрация Центрального округа города Курска,,28,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1]"
94,"<p>просить направить питься ип татаренко пустить маршрут &nbsp;льговый - сах. завод-льгов пазик (паз-4234 (00, t0, k0, b0)). газель вмещается.&nbsp;</p>",недостаточный количество транспорт маршрут осуществление муниципальный (пригородных) перевозка,Администрация города Льгов,,36,"[1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1]"
743,"<p>ть куст газон квадра стая бродячий собак, 4 штуки, небольшой чёрный коричневый окраса, агрессивные, нападать велосипедистов.</p><p>1.08.2021 один укусить ногу, проезжать велосипед мимо дороге, мочь спровоцировать дтп.</p><p>обратиться бсмп, назначить курс антирабический уколов.</p><p>просить произвести отлов агрессивный безнадзорный животных.</p>",безнадзорный животное,Комитет городского хозяйства города Курска,,44,"[1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
1091,"<p><span style=`background-color:rgb(255,255,255);color:rgb(0,0,0);`>ещ везде считывать устройство qr-r кодов. ходить распечатать сертификатом, прислать госуслуга показывать телефоне.</span><br><br><span style=`background-color:rgb(255,255,255);color:rgb(0,0,0);`>ный там, устройство сегодня узнала, qr-код считывается. того, услышать сотрудник кафе, проводить процедуру, поддельный. это полезно эмоциональный состояния, который необходимо стабилизировать выходные, слово просто нет.</span><br><br><span style=`background-color:rgb(255,255,255);color:rgb(0,0,0);`> теперь, представьте, самый где-нибудь сказать бабушка 80 лет... который распечатать сертификат полный уверенности, госуслуг, порядке</span><br><br><span style=`background-color:rgb(255,255,255);color:rgb(0,0,0);`>решить провести мониторинг. заслать дорога торговый центр. проверять выражение выбирать - вполне корректны. сказали, база - `наверное, туда кинули`.</span><br><br><span style=`background-color:rgb(255,255,255);color:rgb(0,0,0);`>ич госуслуга написать - обращение приняли. написали, ответ должный дать завтра.. получить письмо, переадресовать вам</span></p>",сертификат вакцинировать,Комитет здравоохранения Курской области,,48,"[1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
1468,"<p><span style=`background-color:rgb(255,255,255);color:rgb(102,102,102);`>на&nbsp;столба гореть светильник.</span></p>",неработающий наружное освещение,Комитет жилищно-коммунального хозяйства города Курска,,46,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
568,"<p><span style=`background-color:white;color:black;`>здравствовать !!! &nbsp;сточный водами&nbsp;с ул марат пересечение ул ендовищенский ул береговой сильно подмыть дорожный полотно,&nbsp;ть близкий время больший возможность провал дорожный полотно вместе автомобилем</span></p>",нарушение дорожный покрытие (ямы) дорога граница городской округ сельский поселение,Комитет дорожного хозяйства города Курска,,45,"[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1]"
696,"<p>прямой поворот ул звёздная, куст скоро перекрыть тротуарный часть! лето раз куст срезались! куст размер деревья! кто-то умудриться подпилить куст верхушки, стало! куст наваливаться тротуар! скоро знак дорожный видно выезд улица звездная! нужно срезать куст ул звездная+убрать сразу срезать кусты, поскольку оставить, завалить весь тротуар газонный часть стог “сена”!!!&nbsp;</p>",неудовлетворительный уборка улица тротуар,Комитет дорожного хозяйства города Курска,,45,"[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1]"
1847,"здравствуйте! проживать квартира 3 подъезд улица орловской, 1 «а», везде идти санитарный обработка из-за коронавирус covid–19. сообщаю, ооо ук «мыть дом» обрабатывать подъезд орловской, 1 «а», учёт высокий смертность это преступление!",неудовлетворительный уборка освещение место общий пользование многоквартирный дом,Государственная жилищная инспекция Курской области,,39,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]"
1481,"<p style=`text-align:right;`>ть центр управление регионом</p><p style=`text-align:right;`>&nbsp;житель дом 16 б, 16 в</p><p style=`text-align:right;`>&nbsp;г. курск магистральный проезду</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;обращение</p><p>&nbsp; &nbsp; &nbsp;ич свой обращение администрация г. курск 01.12.2021 № – 3878 повод ремонт участок дорога дом 16б 16в 16г 16д магистральный проезд получить ответ 27.12.21 №8206/031-01 комитет дорожный хозяйства, который исполнитель панин кристина николаевич уведомлять нас, 2022г. вопрос ремонт дорога магистральный проезд дом 10а дом 16г рассмотрен, отрезок дорога дом 16в дом 16б являться дворовый территорией. но, позвольте, дворовый территория являться дорога, который прилегать дом обслуживать жку.</p><p>&nbsp; &nbsp; &nbsp;ть новость такт 13,12,2021 19:00, показать чётко отрезок дороги, тонуть лужа машины, падать пожилой люди, этот дорога обслуживать социально значимый объекты: это почтовый отделение №25, 3 дет. сада, 2 школы. пожилой людям, инвалид идти посёлок почтовый отделение №25 свернуть куда. дорога разбитый полностью, машина объезжать ухаб лужи, делать восьмерки, пешеход пройти где.</p><p>&nbsp; &nbsp; &nbsp;согласный ответ комитет дорожный хозяйство часть дорога отремонтировать 2022г., 300 м отрезок один тот дорога дом 16в 16б ремонтироваться. это абсурд. 2 жом построить 1972г. участок дорога сей пора значится, комитет дорожный хозяйства, жку.&nbsp;</p><p>&nbsp; &nbsp; &nbsp;убедительный просьба краткий срок решить вопрос положительно, именно:</p><p>&nbsp;1.поставить дорога баланс комитет дорожный хозяйства.</p><p>&nbsp;2. произвести ремонт вышеупомянутый дорога 2022.</p><p>&nbsp; &nbsp; посмотреть новость такт 13.12.21 убедитесь, ситуация наш дорога ужасающая.</p><p>&nbsp; &nbsp; устать писать инстанции. остаться последний вариант, обратиться приёмный президент рф.</p><p>&nbsp;</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; 02.02.2022г.</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;по поручение житель обратилась</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;соловьев валентина васильевна</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; прожив. г. курск магистральный проезд&nbsp;</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; дом 16б кв 89&nbsp; &nbsp; &nbsp;&nbsp; &nbsp; &nbsp; &nbsp;</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;тел. 8-951-075-77-01</p>",нарушение дорожный покрытие (ямы) дорога граница городской округ сельский поселение,Комитет дорожного хозяйства города Курска,,45,"[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1]"
1000,<p>почему дать газель ездиета полностью танированная?&nbsp;</p><p>этый разба безопасно точка зрение пдд?&nbsp;</p><p><br data-cke-filler=`true`></p>,неудовлетворительный внешний вид (поведение) водитель осуществление муниципальный (пригородных) перевозка,Комитет транспорта и автомобильных дорог Курской области,,63,"[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
2421,"размыть дорога дождя, ливневка улица работают, весь вода идти наш земельный участок, помимо дорога размыть выгребной яма около наш дома, около дом отсутсвовать твёрдый дорожный покрытие, дорога подъезд дом размытый",отсутствие твёрдый дорожный покрытие дорога граница городской округ сельский поселение,Комитет городского хозяйства города Курска,,44,"[1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
1271,"<p>около подземный гараж рядом дом 16 улица студенческий город курске, месяц убираться мусор. тсж утверждает, весь мусор территория гараж делает, собственник гараж известны. просить разобраться ситуация принять меры</p>",неудовлетворительный уборка улица тротуар,Администрация Центрального округа города Курска,,28,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1]"
2826,"сзади наш дом территория собственник дом место парковку, сделать проект комфортный городской среда, находиться рядом магазин флакс незаконно установить знак стоянка запрещена, работать эвакуатор, зона действие знак 10м. свой коммерческий транспорт (осуществлять разгрузка товара). сегодня 10.09.2021 хозяин данный магазин поступить 3 звонок гибдд , штраф эвакуация машина житель дома,которое находиться дать парковке. машина оштрафовать 1500р. сотрудник гибдд согласиться довод жильцов,чтый знак установить правильно закон , реестре. основание вышеизложенный просить разобраться краткий срок дать обратный связь, какой основание установить знак территория собственник дома. подписать разрешение знак( т.к владелец данный магазин телефон сказал, якобы копия документ подписать зам глава администрация города, документ представленный житель были). подпись установка знак жилец подписывали. также требуем: входить участок двор улично-дорожный сеть (удс); попросить провести комплексный схема организация дорожный движение участок (ксодд); проверить дислокация технический средство организация дорожный движение (тсодд); предоставить дать наличие разрешительный документация тсодда наличие комплексный схема организация дорожный движения; предоставить дать решение комиссия бдд установка этот знаков; предоставить план межевание территория паспорт объект дорожный хозяйство вышеизложенного, требовать убрать законно установленный знак поставить новый ` запрет въезд коммерческого/грузовый транспорта, запрет разгрузку/погрузка территория мкд, т.к. план межевание дать территория относиться собственность жилец мкд. краткий срок это решиться, житель дом быть подавать жалоба прокуратуру!!!",дорожный знак дорога микрорайон ижс,Администрация города Железногорска,,33,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1]"
1498,"<p>ть д. шерекино ул. курский отсутствовать освещение. просить администрация район принять решение установить освещение хотя опору. проблема уличный освещение решиться быть обращаться соотвутсвовать органы. будт добрый написать конкретный срок установка уличный освещения, контранкт должный заключить, будт добрый решать проблемы. &nbsp;</p><p>фото сделать жд переезд видеть один фонорать фогрофия видно.&nbsp;</p>",неработающий наружное освещение,Администрация Льговского района,,13,"[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
2849,"требоваться опиловка дерево курский район с. полянский улица луговая, кустарник линия электропередач. предыдущий обращение 109174 закрытый пометкой, опиловка запланировать выполнение 30.09.2021 . работа выполнялись, горячий линия электрик информация дать отказываются, мотивировать тем, дать разъяснение представитель администрация курский района. просить администрация район принять необходимый мера устранение проблемы. переписка электрик просить дублировать мой электронный почту: yuri-pozdnyakov@yandex.ru дальнейший составление отправка жалоба бездействие соответствующий органы.","нарушения, связанный содержание электросеть качество энергоснабжение район частное сектор",Администрация Курского района,,11,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
421,<p>дорожный покрытие нарушить магазин “тропинка” квартал “рябинка парк”.</p>,нарушение дорожный покрытие (ямы) дорога граница городской округ сельский поселение,Администрация города Курска,,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
846,<p>почему рыльский дрс сделать безопасный участок пассажир автобус остановка “энгельса”? пускай делать заездной карман автобус устанавливать дорожный знак остановка “энгельса”. также хотеться установить название остановок. этот остановка официальный счесть нужный сделать.</p>,нарушение правило посадка высадка пассажир осуществление муниципальный (пригородных) перевозка,Администрация города Льгов,,36,"[1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1]"
1730,"<p>добрый день! прошлый год обращаться просьба демонтаж обновление детский площадка ул. строитель п. иванино.</p><p>обращение № 114984, получить ответ(<span style=`background-color:rgb(255,255,255);color:rgb(102,102,102);`>здравствуйте, информация администрация п. иванино курчатовский район курский области, настоящий время&nbsp; карусель детский площадки&nbsp; ул. строитель п. иванино демонтировать отправить капитальный&nbsp; ремонт. конец октябрь 2021 года&nbsp; &nbsp;быть произвести модернизация горка и&nbsp; пожеланиям&nbsp; житель установить турник.)</span></p><p><span style=`background-color:rgb(255,255,255);color:rgb(102,102,102);`>сообщаю, никакой работа произведено. карусель появиться , также горка новый турник.&nbsp;</span></p><p><span style=`background-color:rgb(255,255,255);color:rgb(102,102,102);`>просьба принять меры.</span></p>",неудовлетворительный содержание детский (спортивной) площадка территория многоквартирный дом,Администрация Курчатовского района,,12,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
1235,"<p>добрый день!<br>как осуществляться компенсация стоимость льготный проездного?<br>ий действие оперштаб решить отменить 25 октября. внести предоплата весь октябрь.<br>сумма небольшая, вопрос принципиальный.<br>ть сотрудник организации, сотрудник который ограничение распространяются. иметь qr код пройти вакцинации. непонятно почему лишаться право льготный проезд многодетный родителей, который внести предоплата месяц…<br>просить предоставить ответ существу.</p>","нарушение порядок предоставление мера социальный поддержки, т.ч. адресный помощь",Комитет транспорта и автомобильных дорог Курской области,,63,"[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
1274,"<p>закончить ремонт дорожный покрытие улица чумаковский , вложить немалый средства, проблема ливневый поток первый квартал улица остаться стать острее. результат устройство около детский поликлиника несанкционированный стоянка бывший зелёный газон вблизи жилой дом отсутствие бортовый камень (вровень дорожный полотном) поток ливневый вода пойти дорога ливневый канализацию, мимо, вниз горка тротуар, пешеходный зона дом двор житель квартала. это видно неспециалисту, неужели проект работа найтись грамотный специалист просто проживать наш город наш улицах. деньга вложить - проблема осталась.</p>",нарушение дорожный покрытие (ямы) дорога граница городской округ сельский поселение,Комитет дорожного хозяйства города Курска,,45,"[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1]"
813,"<p>отсутствовать урна остановка школа № 8 (по оба сторона ул. союзная), мусор лежать прямо рядом остановкой, лавочка внутри остановки. просить установить урны, убрать мусор.</p>",неудовлетворительный уборка улица тротуар,Комитет дорожного хозяйства города Курска,,45,"[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1]"
1930,"район дом адрес ул.черняховский 56,60,62 ,а также соседний очень стая бродячий собак.просить принять меры.",безнадзорный животное,Администрация города Курска,,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
2250,2 неделя назад произойти провал грунта. заявить водоканал. действие сей пора каких.,нарушение дорожный покрытие (ямы) дорога граница городской округ сельский поселение,Администрация города Курска,,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
