id,Текст Сообщения,Тематика,Ответственное лицо,Категория,Ответственное,persons
2300,провал проезжий части.,нарушение дорожный покрытие (ямы) дорога граница городской округ сельский поселение,Администрация города Курска,0.0,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
2715,"просить сообщить порядок взимание родительский плата детский саду. данный момент режим повышенный готовность курский область отменен. свободный посещение детский сад отменить летом. воспитатель сообщили, написать заявление связь угроза распространение коронавирусный инфекция порядок сейчас?",неудовлетворительный качество работа воспитатель другой персонал,Комитет образования города Курска,7.0,50,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]"
2684,"добрый день, длительный неисполнение заявка #88002, пройти полтора месяц регистрации, полгода игнорирование дать проблема ук. дать проблема это минимум 3 заявка!",длительный неисполнение заявка управлять компания,Государственная жилищная инспекция Курской области,3.0,39,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]"
2845,"добрый день. комитет социальный защита население оказывать адресный материальный помощь нуждаться семьям. получать пособие ребёнок 174 рубль 50 коп., трое детей. стать известно комитет выборочно обзванивать предполагать получатель материальный помощи, который нужно сначала записаться, ждать подтверждения. просить внести мой семья список получение материальный помощи, сообщить, какой месяц необходимо `успеть` записаться? узнать, как? регламентировать документы?","нарушение порядок предоставление мера социальный поддержки, т.ч. адресный помощь",Администрация Октябрьского района,10.0,17,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
675,"<p>пройти вакцинация прививка “спутник v”. первый компонент получить 15.06.2021, второй - 06.07.2021. сертификат госуслуга получен.</p>",сертификат вакцинировать,Комитет здравоохранения Курской области,4.0,48,"[1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
1423,<p>вчера вечером появиться вонь грибной радуги</p>,неприятный запах,Комитет природных ресурсов Курской области,16.0,59,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
672,"<p>здравствуйте!&nbsp;</p><p>ть ноябрь месяц 2020 г. председатель тсж &nbsp;дом 10 ул. овечкина, заварить проход ограждение дом 10 14, (ограждение установить житель дом 14!),&nbsp;преграждать ребёнок дом 14 проход территория детский площадки, &nbsp;приспосабливать детский площадка выгул собака дом 10!&nbsp;</p><p>после обращение житель дом 14 государственный жилищный инспекция курский области, вынести предписание срок 5 май 2021 г. “…устранить последствие незаконный установка ограждения”. настоящий время незаконный ограждение устранено.&nbsp;</p><p><span style=`background-color:rgb(255,255,255);color:rgb(102,102,102);`>начаться “интересная” переписка повод свободный доступ ребёнок д. 14 площадка (сейчас площадка &nbsp;деть попасть, покинуть свой двор выйти проезжий часть) муниципальный структура (участковый инспектор, жилинспекция, защита право ребёнок т.д.). &nbsp;</span></p><p><span style=`background-color:rgb(255,255,255);color:rgb(102,102,102);`> каждый структура основный задача - отписаться!&nbsp;</span></p><p>дый какой пора наш ребёнок быть ходить такой образ площадку?! кто построена: собака детей?!</p><p>мочь предоставить фотография побольше, “пускают” ваш ограничения.</p><p><br data-cke-filler=`true`></p><p><br data-cke-filler=`true`></p>",неудовлетворительный содержание детский (спортивной) площадка территория многоквартирный дом,Государственная жилищная инспекция Курской области,3.0,39,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]"
732,"<p>добрый вечер. центр город улица садовый (заезд дворы) два сторона больший ямы, который невозможно никак объехать! просьба восстановить асфальтовый покрытие пока рядом вестись сопутствовать работа улица радищева. заранее спасибо!&nbsp;</p>",нарушение дорожный покрытие (ямы) дорога микрорайон ижс,Комитет дорожного хозяйства города Курска,0.0,45,"[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1]"
1010,"<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; добрый день, уважаемый сотрудник администрация город курска!&nbsp;</p><p>&nbsp; &nbsp; &nbsp; хотеться обратить ваш внимание то,что необходимо начать отопительный сезон регионе. &nbsp;этый справедливо.</p><p>дети-школьник испытывать &nbsp;дискомфорт из-за отсутствие отопления- мёрзнуть дома, школе; дошкольники- садах, &nbsp;пенсионер стоить пожалеть другой категория гражданин хотеть комфортный жизни.</p><p>&nbsp;</p>",нарушение теплоснабжение многоквартирный дом,Комитет жилищно-коммунального хозяйства города Курска,3.0,46,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
1541,"<p>добрый день.</p><p>ич улица кулаковый 43 проблема подземный переход напротив тц `европа` (№1). сильный наледь ступенях. невозможно спускаться вниз пожилой людям, молодым. &nbsp;просить разобраться дать проблемой.</p><p>с уважением,</p><p>половинкин в.с.</p>",очистка снег наледь дорога граница городской округ сельский поселение,Комитет природных ресурсов Курской области,0.0,59,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
1140,"<p>ть сдавать тест коронавирус прийти положительный результат 11 ноября. назначить лечение 19 ноябрь здать повторно тест, который показать отрицательный результат. мой поликлиника 5, закрыть больничный обычный орви. мочь взять сертификат перенести заболевании. делать?&nbsp;</p>",сертификат переболеть,Комитет здравоохранения Курской области,4.0,48,"[1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
974,"<p>ич кладбище с. волобуево убираться мусор, вырасти больший гора венков. просить привести кладбище приличный состояние - вывезти это все. возможно установить мусорный контейнер входе, работать мусоровоз селе.&nbsp;</p>",несанкционированный свалка твёрдый бытовой отход,Администрация Курского района,16.0,11,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
363,"<p>добрый день!&nbsp;</p><p>просить восстановить освещение ул. первомайский лукашевки. освещение гореть надо. установить освещение хотя столб оно горело, оно стоить столб гореть фонарь 4 столба.&nbsp;</p>",освещение дорога региональный межмуниципальный значение,Администрация Курчатовского района,0.0,12,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
2869,"сухой дерево, тополь тротуар около школа номер2. находиться граница участок школа девятиэтажки, вблизи автобусный остановки. тротуар ежедневно идти ребёнок школу.",безопасный дорога школа дорога граница городской округ сельский поселение,Администрация города Щигры,0.0,38,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
2040,"добрый день. собственник нежилой помещение расположить ул. курский д. 74к2 (пом. 47). март 30 число обратиться домоуправление просьба замена счётчик (в март выйти срок поверки). прибыть место сантехник сказать резьба повредить ход замена счётчик кран-фильтре, который расположить стояке. нужно отключить вода стояк заменить кран-фильтр. мой просьба перекрытие замена получить ответ : - возможность перекрыть вода наш доме... нужно потерпеть! вопрос сколько потерпеть ответ получил! объяснить проходить срок поверка получить квитанция оплата среднее значениям. случай авария смочь перекрыть вода быть нести гражданский ответственность расположить помещение ниже. получить внятный ответ мастер домоуправления. просить посодействовать решение данный вопроса, наш дом постоянный проблема обслуживание касать воды!",длительный неисполнение заявка управлять компания,Государственная жилищная инспекция Курской области,3.0,39,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]"
2957,"здравствуйте. подать документ выплата 3 7 год 8сентябрь . никакой ответ . подсказать пожалуйста, выплата отказ?",нарушение вопрос назначение выплата пособие компенсация,"Комитет социального обеспечения, материнства и детства Курской области",10.0,61,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
1409,<p>ич работать красный сигнал светофора. жёлтый зелёный работать штатно.</p>,светофор дорога граница городской округ сельский поселение,Комитет дорожного хозяйства города Курска,0.0,45,"[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1]"
1664,"<p>опять подуть сильный ветер снова гореть фонари. пусть сделать нормально, сильный ветер освещение постоянно тухнет</p>",неработающий наружное освещение,Комитет жилищно-коммунального хозяйства города Курска,3.0,46,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
401,"<p>здравствуйте! почему месяц выплата 1,5 год первый ребёнок работать последний выплата 9.04.21 выплата 15 число месяц почему-то нет. титаренко елена николаевна&nbsp;</p>",нарушение вопрос назначение выплата пособие компенсация,Администрация города Железногорска,10.0,33,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1]"
615,"<p>здравствуйте.от мой лицо обращение жалоба оказание услуги.ответ дать обращение удовлетворил.так просить госжилинспекция предоставить видио камера видеонаблюдения(день,время указать обращении), просить проверить качество услуга указать истинный причина который работать камера видеонаблюдения,т.к услуга оплачена,ный предоставлена.мн хотеться знать причина нерабочий камера момент виновный оплатить соответсвовать штраф некачественный оказание услуг. считаю, нарушить мой право потребитель дать услуги.все скрин переписка прилагать ниже.</p>","неудовлетворительный качество товара, оказание услуга",Государственная жилищная инспекция Курской области,13.0,39,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]"
2063,"сломать доска лестнице, ведущий областной суд вниз рынок",пешеходный переход дорога граница городской округ сельский поселение,Администрация города Курска,0.0,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
2656,яма дорога,нарушение дорожный покрытие (ямы) дорога граница городской округ сельский поселение,Комитет дорожного хозяйства города Курска,0.0,45,"[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1]"
1748,"<p>добрый день! связь тем, наличие горячий вода наш дом неразрывно связать система отопления, конец отопительный сезон подача горячий вода квартира прекратилась. обращение администрация город курчатова, управлять компанию, застройщик - завод кпд им. дериглазов результат дают. &nbsp;должностный лицо просто самоустранились, пытаться снять ответственность перенаправлять друг друга. &nbsp;невозможный получить информация срок устранение проблема путь решения. &nbsp;д сдать 11.12.2021!!! пройти 4-й месяцев!! неужели это время продумать возможный варианты? возмутительный факт, покупка квартира никто сообщить этот нюанс водоснабжением. сути, отдать 4 млн рублей, вложить материнский капитал, ребёнок мыться тазик ледяной ванной. &nbsp;очень надеяться помощь губернатор скорый решение наш вопроса!&nbsp;</p>",некачественный водоснабжение многоквартирный дом,ООО `Атомград`,3.0,69,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1444,"<p>почему сильный снег 19-20 января, ук эксперт расчистить проезжий часть дворе??? ук, который обслуживать звёздный 7 почистить около свой дома, ук который обслуживать звёздный 5 3 думают! двор невозможно проехать. проехать невозможно, пройти каша тоже! лишь двор числиться зима грейдером! ук вообще курсе, должный чистить снег зимой дворах???!! фото, чистый проезд это около дом звёздный 7!&nbsp;</p>",несвоевременный очистка дворовый территория многоквартирный дом наледь снег,Комитет жилищно-коммунального хозяйства города Курска,3.0,46,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
2757,"<p>больший часть дерево нависнуть проезжий частью. создавать угроза автомобилей. просить произвести обследование направить заявка опиловку, нависнуть дорогой, часть дерева.</p>",аварийный дерево,Комитет городского хозяйства города Курска,3.0,44,"[1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
1945,"добрый день. проезжий часть тротуар дом номер 10 находиться яма люк аварийный состоянии. стенка ям разрушена, провалиться любой прохожий. просить решить данный вопрос уведомить электронный почте: starkova-ola@mail.ru",неудовлетворительный содержание клумба газон,Администрация города Курска,3.0,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
2347,несанкционированный свалка,несанкционированный свалка твёрдый бытовой отход,Администрация города Курска,16.0,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
2883,"здравствуйте! житель д. 1ое скородное, просить засыпать остаток дорога щебнем.... начаться грязь, проехать.... зимой подняться бугор... бросить участок, метр 300,,, ну, человек живут,,, ветеран война живут, бабушка мучаются, дети, скаляской, пройти.... просить очень помочь.....",отсутствие твёрдый дорожный покрытие дорога граница городской округ сельский поселение,Администрация Золотухинского района,0.0,7,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
2144,разрушить люк,отсутствие люковый коммуникационный колодец,Администрация города Курска,3.0,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
2963,"разломать люк, проезжий часть",отсутствие люковый коммуникационный колодец,Муниципальное казенное учреждение «Городская инспекция по жилищно-коммунальному хозяйству и благоустройству»,3.0,68,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
203,"<p>добрый день!</p><p>просить заменить деревянный опора железные, вдоль тротур ул.красной. дело опора старые, дать опора устанвитя освещение, освещение данный тротуар просто необходимо, хотя опору, вечерний время данный тротуар гулять родитель ребёнок также человек идти работы, освещение нет.&nbsp;</p>",неработающий наружное освещение,Администрация города Льгов,3.0,36,"[1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1]"
605,<p>когда начаться оформление лиазов муп “курчатовавтотранс”?</p><p>надо перекрасить автобусы</p><ul><li>автобус № быть 185 хс 46</li><li>автобус № м 551 оа 46</li><li>автобус № м 558 оа 46</li><li>автобус № н 265 хн 46</li><li>автобус № н 298 хн 46</li><li>автобус № н 368 хк 46</li><li>автобус № н 435 хк 46</li><li>автобус № н 862 хх 46</li><li>автобус № 182 ау 46</li></ul><p>перекрасить автобус тугой цветовой гамма курске.</p>,неудовлетворительный санитарный состояние транспорт осуществление муниципальный (пригородных) перевозка,Администрация города Курчатова,8.0,35,"[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1]"
2302,"здравствуйте!необходить ремонт, новый придомовый дорожки,т.к это 70 лет, ходить падение практически невозможно, особенно разбиваться ребёнок пожилой человек",нарушение дорожный покрытие (ямы) дорога граница городской округ сельский поселение,Администрация города Курска,0.0,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
118,"<p>просить обратить внимание сей пора тротуар вдоль дорожный полотна, остановка ` петренский поворот` дойти пешеходный переход почистить &nbsp; направление онкоцентр, авиацентр</p>",очистка снег наледь дорога региональный межмуниципальный значение,Администрация города Курска,0.0,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
2135,"место сделать карточный ремонт, отдельный спасибо. блин! далёкий доделать? ям быть просто",нарушение дорожный покрытие (ямы) дорога граница городской округ сельский поселение,Администрация города Курска,0.0,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
1154,"<p>уже месяц светофора, находиться выезд ул. гремяченский объездной дорога (обход курска), центральный секция жёлтый сигнал таймер отсчёт время болтаться туда-сюда малый дуновение ветра.</p>",светофор дорога региональный межмуниципальный значение,Комитет транспорта и автомобильных дорог Курской области,0.0,63,"[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
2488,"невыносимый вонь подвал 4 подъезда, управлять компания хотеть устранять проблема",неприятный запах,Государственная жилищная инспекция Курской области,16.0,39,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]"
2629,"отбить буква памятнике. прикрутить саморезами. который проржавели. ранее буква изготовить металла, пластик.",неудовлетворительный санитарный состояние благоустройство памятник,Комитет по культуре Курской области,5.0,52,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1040,"<p>вот интересно, вообще работать соображалка?&nbsp;</p><p>роспотребнадзор-вы уснули. видеть статистика заболеваемости? кто ждёте? ждать наш ребёнок помирать прям учебный заведениях?&nbsp;</p><p>надо срочно переводить учебный заведение школа университет дистанционный образование. срочно!!!&nbsp;</p><p>мой дочь школа ходить 3 недели, школа заболевших, сын учиться техникум говорить ходить кашель насморком. предпринять меры, родительский комитет писать &nbsp;ич обратный мачть администрация призидента. &nbsp;</p><p>срочно, это течение недели.&nbsp;</p>",посменный обучение,Комитет образования и науки Курской области,7.0,51,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1157,<p>переболеть covid выздороветь 9 ноябрь ! сей пора qrкола переболевшего!</p>,сертификат переболеть,Комитет здравоохранения Курской области,4.0,48,"[1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
711,"<p>здравствуйте, 23 июль 2021 г. ввести второй компонент вакцина спутник v, сертификат qr код портал госуслуга сей пора отразился. период время появиться?</p>",сертификат вакцинировать,Комитет здравоохранения Курской области,4.0,48,"[1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
143,"<p>я, матюхов светлана дмитриевна, обращаться связь сложиться ситуация наш семье, именно, сложный материальный положение. наш семья состоять 4 человек, который 2 детей-двойняшки, 2018г.р., вынудить жить один заработный плата супруга, который работать уфсин россия курский область (под категория льготник подходим), подработка второй работа выйти муж нельзя. мочь выйти работу,т.к. кто оставлять детей, мама инвалид 2 группа сердцу, близкий родственник курск нет, нанять няня отдать ребёнок частный садик мочь исходить финансовый соображений, примерно 60% зарплата муж уходить погашение ипотечный кредитование оплата коммунальный услуг., прожить остаться сумма семья 2 маленький ребёнок очень тяжело.&nbsp;<br>ть связь это просить рассмотреть кандидатура мой ребёнок матюхов полина павлович 21.09.2018г.р. матюхов константин павлович 21.09.2018 г.р. зачисление детский сад №11. находиться &nbsp;по адресу: г. курск, пр-т а.дериглазова, д. 27.;<br>детский сад № 19 (г. курск, пр-т а.дериглазова, д. 53а), детский сад № 20 (г. курск, пр-т а.дериглазова, д. 27б),&nbsp;детский сад № 15 (г. курск, пр-т а.дериглазова, д. 67),&nbsp;детский сад №21 (г. курск, ул. подводников, д. 15), иметь возможность устроиться работа помогать наш семья финансовый плане. стоить вышеперечисленный &nbsp;сад очередь рождения, попасть список зачисление набор 2020г. данный момент разный сад номер очередь 200 460 ( год из-за ситуация вирус covid-19 подтверждать очередь телефону, поэтому извещение номер очередь руках, устный форме) .к сожалению, возможность возить 2 ребёнок один &nbsp;ть отдалить район город свой автомобиль нет, пользоваться общественный транспортом, рисковать здоровье детей, утром вечером забитый отказ маршрутка автобус (иногда пересадками!), &nbsp;желание нет, также дочь очень плохо переносить дорога (ее постоянно укачивает). очень надеяться скорый решение вопроса.&nbsp;<br>&nbsp;<br><br data-cke-filler=`true`></p>",наличие очередь место дошкольный учреждение,Администрация города Курска,7.0,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
2546,проседание тротуарный плитка бордюра.,ям выбоина тротуар,Комитет дорожного хозяйства города Курска,3.0,45,"[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1]"
2192,просить оставить рассмотрение ранее подать я сообщение 88504 связь решение проблемы.,нарушение теплоснабжение многоквартирный дом,Администрация города Железногорска,3.0,33,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1]"
2123,"прилегать территория домавладение адрес 3й краснополянский переулок дом 14 13.находиться безобразно ужасный состоянии.бурьян,мусор,баклажки,бычка т.д т.п.мимо ходить ребёнок садик школу,с детство привыкать жить помойке.",аварийный дерево,Администрация города Курска,3.0,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
2802,"администрация район сказать август провести ямочный ремонт дорога село чапли, год вообще было. вопрос ,кто делать ,быть невнятный ответ насторожить зря т.к. ремонт который сделать просто насмешка. скоро выборы госдума это большой камень мероприятию. житель село просить ваш помощи. надеяться благодарим.",нарушение дорожный покрытие (ямы) дорога граница городской округ сельский поселение,Администрация Курчатовского района,0.0,12,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
2633,"спить дерево начало июль 2021 год сухой фрагмент деревьев, ветка бревно остаться лежать возле фасад дома, который иметь деревянный перекрытия. связь введение режим повышенный пожарный опасности, жарка засушливый погоды, большой риск возгорание утрата имущества, также создаваться угроза жизнь здоровье проживать дом людей.",неудовлетворительный уборка улица тротуар,Комитет городского хозяйства города Курска,3.0,44,"[1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
2685,"напротив второй подъезд дом хрущёв 17 (ряд люком) провал дорога внутридворовый проезда. постепенно увеличиваются. любой секунда провалиться ребёнок, колесо проезжать машина тд. просить срочно заделать!",ям выбоина внутридворовый проезд тротуар район многоквартирный дом,Муниципальное казенное учреждение «Городская инспекция по жилищно-коммунальному хозяйству и благоустройству»,3.0,68,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
286,<p>разбитый тротуар около пешеходный переход напротив сбербанка.&nbsp;</p>,ям выбоина тротуар,Администрация города Курска,3.0,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
2611,просить пояснить проведение газификация населить пункт деревня ясенок. срок начало сдачи.,«замороженная» стройка,Администрация Фатежского района,11.0,26,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
2172,дыра пол автобус,неудовлетворительный санитарный состояние транспорт осуществление муниципальный (пригородных) перевозка,Администрация города Курска,8.0,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
1535,<p>когда появиться вывеска соответствие дизайн-код торговый центр расположить оптимист. оптимист единственный разместить название магазин соответствие дизайн-кодом. хотеться убрать громадный баннер заставить владелец установить рекламный баннер оконный проём специальный рекламный буксах.&nbsp;</p><p>быть неплохо владелец отодрать рекламный листовка левый угол здания.&nbsp;</p>,"неудовлетворительный содержание фасад здание сооружений, общественный место",Администрация города Льгов,3.0,36,"[1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1]"
2299,добрый день. 2019г сообщаться скорый рассмотрение замена земельный участок многодетный компенсацией. стадия рассмотрение этот инициатива?,"нарушение порядок предоставление мера социальный поддержки, т.ч. адресный помощь",Администрация города Курска,10.0,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
1575,"<p>срочно!!</p><p>ть начало-середина февраль проводиться работа раскопка труба перекрёсток ул. аллейная, ул. фруктовая, близь железнодорожный переезда. проведение работа стоить неимоверно зловонный запах канализации. связь погодный условие запах усилился, образоваться болото канализационный отходов. ребёнок проходить мимо немой увязли, еле вызволили, утонуть колени, сапог остаться данный болоте, достать, одежда благополучно утилизирована. пройти возможно, данный `амбре` аж глаз режет. температура повыситься данный образование “качественнее” вонять разлиться окрестный частный домам.</p><p>необходить срочный порядок устранить данный проблему, случай единичный.</p>",неприятный запах,Комитет жилищно-коммунального хозяйства города Курска,16.0,46,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
1854,"sos!!! человек добрые, помочь пожалуйста. это такое?! платить отопление, квартира холодно. каждый квартира батарея который вообще нагревается. давления. sos!!!",нарушение теплоснабжение многоквартирный дом,Администрация города Курска,3.0,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
1582,"<p><span style=`background-color:rgb(240,242,245);color:rgb(0,0,0);`>уже неделя ул.запольной, местоположение указать карте, возле аварийный провалиться люк установить знак `объезд препятствие слева` , разрешать объезд стороны, указанный стрелкой. ради выезжать встречный полоса возможность ехать свой полосе? мало того, знак противоречить всякий логика проезда, установить один сторона потока. &nbsp;разва двигаться встречный поток информация нуждается? кроме того, тёмный время сутки , стороны, отсутствовать знак, этот конструкция очень плохо визуализируется. также тёмный время сутки дать гора -конструкция должный освещаться сигнальный фонарями, факт нет. &nbsp;нуть заранее предупреждать знак дорожный работах, водитель заранее сориентирован. нарушение мочь привести аварийный ситуации, также серьезному&nbsp;повреждение транспортный средство т.д. просить привести ограждение надлежащий вид. более, это первый прецедент городе.</span></p>",дорожный знак дорога граница городской округ сельский поселение,Комитет дорожного хозяйства города Курска,0.0,45,"[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1]"
2306,"вещание радио россия курск приходиться слушать радио россия брянск, хотеться ранее год 20 назад прогноз погоды, новости, радиоцилнный фон каждый утро, оповещения.",некачественный предоставление услуга сотовый связь,Комитет цифрового развития и связи Курской области,9.0,65,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
2897,работать освещение,неработающий наружное освещение,Комитет жилищно-коммунального хозяйства города Курска,3.0,46,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
1953,"снова обращаться проблема транспорта.рейс 22 маршрут полет,союзная.стоимость проезд подняли, маршрут нет.такси ,,заламывают,, стоимость.длить это сделано?длить пополнение чей личный бюджета?ич должный уезжать дома?ть работать 22,ть бюджетник, почему проезд повысили, качество услуга оставлять желать лучшего?ть приложение 22:10, единственный маршрут авиацентр,ести ошибаться 216, который приезд ул.сумский далёкий поехал.маршрут,который идти пос. северный -апз 20 приехал(по он вообще прогноза).трамвай ранний ходить 2 4 1 00:00, (в депо), решать убирать убирать маршрута?так вот,вместе исчезновение маршрутка трамвай уйти графика остается-такси. ранний человек знали,чтый карман 20 р,тый дом пешком нужно идти, доехать трамвае.такий ощущение,чтый таксист дать заработать толя водитель маршрутка сектор уйти заработка.почий должный страдать обычный работники?просить дать разъяснение связать нехватка транспорт вечерний часы?нехватка водителей?нехватка транспортный средств? желание привить гражданам: денег:ходить пешком-это полезно здоровья...длить сравнения,такси сегодня один таксопарка стоить 212 рублей.маршрут ленин 73 -союзный 65. вот, стоимость межрайонный проезд курск обояни,например, 150 р. понимаю, такси: сел-поехал,один,никто мешает,ный городу,ть час ,,повышенный спроса,,(новый обоснование повышение стоимость услуга такси)цен взлетают, никто обращать внимания.кий надо,тота такси уедет. з/п,как писать статистика, повышаются. человек мочь уехать,ич каждый день деньга ,,разъезжать'' такси.давать говорить людьми? запустить всеобщий голосование,спросить социальный сеть мнение пассажиров:какий транспорта,по какой маршрут хватает,опросник запустить 3-5 вопрос существо проблемы.спасибо.",недостаточный количество транспорт маршрут осуществление муниципальный (пригородных) перевозка,Администрация города Курска,8.0,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
